car,price,body,mileage,engV,engType,registration,year,drive
Volkswagen,0.0,Van,277,2.5,Diesel,yes,2001,Front
VAZ,3600.0,Sedan,189,1.6,Gas,yes,2007,Front
Porsche,45900.0,Crossover,54,3.6,Petrol,yes,2011,Full
Bentley,55000.0,Sedan,100,6.0,Petrol,yes,2006,Full
Audi,35900.0,Sedan,105,2.0,Diesel,yes,2014,Front
Chevrolet,5300.0,Sedan,196,1.5,Other,yes,2007,Front
BYD,6000.0,Sedan,64,1.6,Gas,yes,2008,Front
Toyota,4650.0,Hatch,170,1.0,Petrol,yes,2002,Front
Toyota,3800.0,Sedan,220,1.6,Petrol,yes,1994,Front
BYD,6700.0,Hatch,20,1.5,Petrol,yes,2012,Front
Mercedes-Benz,102800.0,Van,0,2.2,Diesel,yes,2016,Rear
Mitsubishi,7500.0,Sedan,195,1.6,Gas,yes,2007,Front
Seat,14500.0,Sedan,40,1.2,Petrol,yes,2014,Front
Hyundai,4300.0,Van,250,2.5,Diesel,yes,2001,Rear
Ford,11200.0,Hatch,67,1.0,Petrol,yes,2013,Front
Daewoo,3500.0,Sedan,180,1.5,Petrol,yes,2004,Front
Nissan,1600.0,Vagon,330,1.5,Petrol,yes,1984,Front
Great Wall,7800.0,Crossover,95,2.4,Gas,yes,2008,Full
Ford,11950.0,Van,60,1.5,Diesel,yes,2015,Front
Renault,5899.0,Vagon,189,2.65,Diesel,no,2012,Front
BMW,8400.0,Sedan,220,2.2,Gas,yes,2001,Rear
Alfa Romeo,15300.0,Sedan,62,2.2,Petrol,yes,2009,Front
Kia,6300.0,Hatch,89,1.1,Petrol,yes,2006,Front
Volkswagen,18500.0,Sedan,217,3.0,Diesel,yes,2006,Full
Chery,4700.0,Sedan,106,2.0,Gas,yes,2008,Unknown
Mitsubishi,15700.0,Other,68,1.8,Petrol,yes,2011,Front
Dacia,5400.0,Sedan,105,1.4,Petrol,yes,2009,Front
Renault,11111.0,Vagon,190,1.5,Diesel,yes,2011,Front
Smart,7000.0,Other,42,1.0,Petrol,yes,2012,Rear
VAZ,3899.0,Sedan,67,1.6,Petrol,yes,2012,Front
Chery,3400.0,Sedan,80,1.6,Gas,yes,2009,Front
Mercedes-Benz,8200.0,Sedan,260,3.0,Diesel,yes,1997,Rear
Hyundai,5900.0,Hatch,106,1.6,Petrol,yes,2006,Front
BMW,8850.0,Vagon,280,2.5,Diesel,yes,2000,Rear
Moskvich-AZLK,400.0,Sedan,1,10.0,Petrol,yes,1985,Rear
BMW,13700.0,Sedan,122,2.0,Petrol,yes,2007,Rear
Nissan,19999.0,Crossover,45,2.0,Petrol,yes,2013,Full
Volkswagen,4100.0,Sedan,88,1.8,Gas,yes,1993,Front
BMW,4800.0,Vagon,400,2.5,Diesel,yes,1994,Rear
Peugeot,9600.0,Van,66,1.6,Diesel,yes,2014,Front
Chrysler,2700.0,Van,111,2.5,Diesel,no,2003,Front
VAZ,2000.0,Sedan,42,1.5,Petrol,yes,1987,Unknown
Daewoo,1300.0,Sedan,172,1.5,Petrol,no,2000,Front
Chevrolet,23900.0,Hatch,33,1.4,Other,yes,2014,Front
Mercedes-Benz,5900.0,Crossover,271,2.7,Diesel,no,2003,Full
Mercedes-Benz,4000.0,Crossover,287,4.0,Diesel,no,2003,Full
Honda,8700.0,Sedan,150,1.8,Petrol,yes,2008,Front
Renault,7999.0,Van,92,1.5,Diesel,yes,2013,Front
Nissan,14700.0,Hatch,21,2.65,Other,yes,2013,Front
BMW,62900.0,Crossover,1,2.0,Diesel,yes,2016,Full
Bentley,60000.0,Sedan,54,6.0,Petrol,yes,2009,Full
Land Rover,39900.0,Crossover,124,5.0,Petrol,yes,2011,Full
Skoda,5800.0,Sedan,250,1.6,Petrol,yes,2001,Front
Kia,7900.0,Sedan,147,2.0,Gas,yes,2008,Front
Audi,18400.0,Vagon,151,2.0,Diesel,yes,2010,Front
BMW,8100.0,Vagon,180,2.0,Diesel,no,2011,Front
Mazda,4600.0,Sedan,230,2.0,Petrol,yes,1997,Front
VAZ,1950.0,Other,25,1.5,Gas,yes,1998,Front
VAZ,4000.0,Hatch,104,1.6,Petrol,yes,2008,Front
Chevrolet,5800.0,Sedan,172,2.65,Other,yes,2008,Front
Volkswagen,3600.0,Sedan,320,1.8,Gas,yes,1989,Front
Chevrolet,5400.0,Sedan,170,2.0,Gas,yes,2005,Front
BMW,19900.0,Other,218,3.0,Petrol,yes,2007,Rear
BMW,34900.0,Vagon,136,2.0,Diesel,yes,2012,Rear
Lexus,22900.0,Sedan,120,4.6,Petrol,yes,2008,Rear
Fiat,8500.0,Van,200,2.0,Diesel,yes,2007,Front
ZAZ,899.0,Other,15,1.2,Petrol,yes,1991,Rear
Chevrolet,5700.0,Sedan,80,1.5,Petrol,yes,2007,Front
Mercedes-Benz,19900.0,Other,52,1.8,Petrol,yes,2007,Rear
Citroen,4999.0,Vagon,200,1.6,Diesel,yes,2008,Front
Honda,6200.0,Other,170,2.0,Petrol,yes,1995,Front
Nissan,88888.0,Crossover,0,3.0,Diesel,yes,2009,Full
BMW,21000.0,Hatch,79,1.6,Petrol,yes,2013,Rear
Mercedes-Benz,2300.0,Hatch,175,1.4,Petrol,no,2000,Front
Audi,6900.0,Sedan,327,3.7,Petrol,yes,1997,Full
BMW,6500.0,Sedan,1,3.0,Petrol,yes,1995,Rear
Volkswagen,5300.0,Vagon,259,1.6,Gas,yes,1995,Front
Mercedes-Benz,1950.0,Sedan,1,2.0,Diesel,yes,1979,Rear
Acura,8550.0,Sedan,145,3.2,Petrol,yes,2005,Front
Skoda,3650.0,Sedan,210,2.65,Diesel,no,2007,Front
BMW,45500.0,Sedan,42,2.0,Diesel,yes,2014,Rear
BMW,11700.0,Sedan,270,3.0,Diesel,yes,2003,Rear
Volkswagen,4999.0,Hatch,131,1.4,Petrol,yes,2002,Front
Opel,5300.0,Hatch,1,2.0,Gas,yes,1997,Front
Kia,14200.0,Sedan,60,1.6,Petrol,yes,2013,Front
Ford,3500.0,Van,200,2.0,Gas,yes,1989,Rear
Audi,3700.0,Hatch,420,2.0,Diesel,no,2004,Front
Dadi,6600.0,Other,105,2.4,Petrol,yes,2007,Full
Mazda,9300.0,Hatch,130,2.65,Other,yes,2008,Unknown
Volkswagen,10800.0,Van,156,1.6,Diesel,yes,2012,Front
Toyota,9003.15,Sedan,43,1.3,Petrol,yes,2014,Front
Kia,5700.0,Sedan,128,1.4,Petrol,yes,2007,Front
Fiat,6500.0,Van,123,1.4,Petrol,yes,2011,Front
BMW,5800.0,Other,400,2.0,Petrol,yes,1998,Rear
Mitsubishi,23900.0,Crossover,1,1.8,Petrol,yes,2015,Front
Volkswagen,10500.0,Van,176,1.6,Diesel,yes,2012,Front
Mercedes-Benz,173333.0,Other,0,3.0,Petrol,yes,2016,Full
Opel,0.0,Vagon,255,1.6,Petrol,yes,1994,Front
Infiniti,29900.0,Crossover,113,3.5,Gas,yes,2008,Full
Citroen,3500.0,Van,200,1.9,Diesel,yes,1998,Front
Opel,5700.0,Sedan,170,1.4,Gas,yes,2005,Front
UAZ,5500.0,Crossover,20,3.0,Gas,yes,1972,Full
Daewoo,3500.0,Sedan,110,1.5,Petrol,yes,2007,Front
Chrysler,4250.0,Sedan,197,2.7,Petrol,yes,2004,Front
VAZ,0.0,Hatch,1,1.5,Gas,yes,1998,Front
Skoda,12500.0,Sedan,105,1.8,Petrol,yes,2010,Front
Skoda,2400.0,Hatch,111,1.3,Petrol,yes,1996,Front
Renault,10200.0,Other,39,1.5,Diesel,yes,2014,Front
Volkswagen,13500.0,Sedan,104,1.8,Petrol,yes,2010,Front
Mitsubishi,6500.0,Crossover,285,2.5,Diesel,yes,1991,Full
BMW,31000.0,Vagon,15,2.65,Other,yes,2015,Front
Citroen,4950.0,Vagon,100,3.0,Petrol,yes,2003,Front
Geely,4600.0,Sedan,74,1.6,Gas,yes,2010,Front
VAZ,3100.0,Sedan,187,1.6,Petrol,yes,2007,Front
Fiat,15100.0,Vagon,29,1.4,Gas,yes,2014,Front
Fiat,5100.0,Van,175,1.9,Diesel,yes,2002,Front
BMW,4100.0,Sedan,350,2.4,Diesel,yes,1992,Rear
Mitsubishi,9000.0,Crossover,200,2.0,Gas,yes,2006,Full
Mitsubishi,1450.0,Crossover,245,2.8,Diesel,no,1996,Full
Audi,17000.0,Crossover,127,3.0,Diesel,no,2013,Full
BMW,8500.0,Sedan,245,2.2,Petrol,yes,2002,Rear
Ford,56700.0,Other,0,2.3,Petrol,yes,2016,Rear
Hyundai,6400.0,Hatch,79,1.4,Petrol,yes,2007,Front
Rover,5500.0,Sedan,203,2.0,Petrol,yes,2000,Front
Opel,6100.0,Sedan,193,1.4,Petrol,yes,2007,Front
Mercedes-Benz,24500.0,Crossover,236,5.0,Petrol,yes,2000,Full
VAZ,4700.0,Sedan,16,1.6,Petrol,yes,2008,Front
Mercedes-Benz,8300.0,Sedan,233,3.2,Diesel,yes,2001,Rear
Skoda,8600.0,Sedan,80,1.8,Gas,yes,2008,Front
Honda,16200.0,Crossover,92,2.0,Gas,yes,2008,Full
Toyota,12900.0,Sedan,134,2.4,Gas,yes,2007,Front
Renault,11700.0,Van,150,2.3,Diesel,yes,2012,Front
Skoda,8400.0,Sedan,110,1.6,Petrol,yes,2008,Front
Opel,7000.0,Vagon,115,1.7,Diesel,yes,2009,Front
Renault,2900.0,Hatch,280,2.65,Diesel,no,2005,Front
Dodge,3550.0,Sedan,303,2.0,Gas,yes,1994,Front
Kia,12900.0,Crossover,202,2.5,Diesel,yes,2007,Full
Daewoo,3450.0,Sedan,134,0.8,Petrol,yes,2008,Front
Mercedes-Benz,13100.0,Sedan,160,3.7,Petrol,yes,2003,Rear
Mercedes-Benz,4000.0,Sedan,405,2.0,Diesel,yes,1992,Rear
Ford,8200.0,Van,123,1.8,Diesel,yes,2008,Front
Geely,3700.0,Sedan,68,1.5,Petrol,yes,2011,Front
Mercedes-Benz,8000.0,Van,40,2.9,Diesel,yes,1999,Unknown
Volkswagen,9300.0,Van,154,2.0,Gas,yes,2010,Front
ZAZ,1800.0,Sedan,120,1.2,Petrol,yes,2008,Front
SsangYong,16200.0,Crossover,21,2.0,Diesel,yes,2014,Full
Toyota,14700.0,Hatch,98,1.6,Gas,yes,2013,Front
Mercedes-Benz,11800.0,Sedan,150,2.2,Diesel,yes,2004,Unknown
Mercedes-Benz,42500.0,Sedan,140,5.5,Petrol,yes,2011,Full
Daewoo,3800.0,Sedan,94,1.5,Petrol,yes,2008,Front
Mazda,9700.0,Hatch,49,1.5,Petrol,yes,2009,Front
BMW,11800.0,Crossover,210,3.0,Diesel,no,2006,Full
VAZ,703.95,Sedan,187,1.6,Petrol,yes,1985,Rear
Nissan,3700.0,Sedan,250,2.0,Other,yes,1995,Rear
BMW,3700.0,Sedan,305,1.9,Petrol,no,2000,Rear
Kia,18800.0,Crossover,86,2.4,Gas,yes,2012,Full
VAZ,5100.0,Crossover,5,1.7,Petrol,yes,2000,Full
Volkswagen,16450.0,Van,143,2.0,Diesel,yes,2012,Front
Audi,30500.0,Vagon,152,3.0,Diesel,yes,2012,Full
Land Rover,83000.0,Crossover,16,3.0,Petrol,yes,2015,Unknown
Volkswagen,7800.0,Vagon,289,2.65,Diesel,yes,2003,Front
Volkswagen,35000.0,Sedan,74,4.2,Gas,yes,2011,Full
Mercedes-Benz,23500.0,Van,161,2.2,Diesel,yes,2011,Full
Audi,8700.0,Sedan,202,3.7,Gas,yes,1998,Full
Land Rover,55000.0,Crossover,75,3.0,Diesel,yes,2013,Full
Ford,40600.0,Other,0,2.2,Diesel,yes,2016,Full
Chevrolet,7000.0,Sedan,123,2.0,Petrol,yes,2008,Front
Peugeot,2700.0,Other,400,2.5,Diesel,yes,1995,Front
ZAZ,6900.0,Sedan,52,1.5,Gas,yes,2013,Front
Mercedes-Benz,74900.0,Other,32,6.3,Petrol,yes,2007,Rear
SsangYong,10900.0,Crossover,183,2.7,Diesel,yes,2006,Full
Ford,36155.0,Crossover,0,2.0,Diesel,yes,2016,Full
Audi,49900.0,Other,79,4.2,Petrol,yes,2007,Full
Mitsubishi,11960.0,Other,140,2.5,Diesel,yes,2007,Full
Peugeot,9000.0,Hatch,108,1.6,Diesel,yes,2008,Front
Alfa Romeo,2300.0,Sedan,122,1.6,Petrol,yes,1991,Rear
Toyota,26200.0,Crossover,156,4.0,Gas,yes,2007,Unknown
Toyota,19200.0,Crossover,190,2.7,Gas,yes,2005,Full
BMW,2800.0,Sedan,300,1.8,Other,yes,1987,Rear
Geely,6200.0,Sedan,12,1.5,Petrol,yes,2013,Front
Chevrolet,8000.0,Sedan,49,1.5,Petrol,yes,2011,Front
Mercedes-Benz,11000.0,Van,300,2.2,Diesel,yes,2007,Rear
Ford,18300.0,Crossover,36,2.5,Petrol,yes,2012,Full
Chevrolet,4300.0,Sedan,118,1.5,Gas,yes,2005,Front
Lexus,2990.0,Sedan,200,3.0,Petrol,no,1997,Rear
Volkswagen,34500.0,Crossover,108,3.0,Diesel,yes,2012,Full
BMW,6499.0,Other,230,3.0,Diesel,no,2002,Unknown
Peugeot,4700.0,Sedan,315,2.0,Petrol,yes,2003,Front
Suzuki,8750.0,Sedan,89,1.6,Petrol,yes,2008,Front
Audi,0.0,Sedan,166,3.0,Gas,yes,2005,Full
Audi,53700.0,Crossover,67,3.0,Petrol,yes,2013,Full
ZAZ,1650.0,Hatch,103,1.2,Gas,yes,2002,Front
VAZ,6500.0,Crossover,7,2.65,Gas,yes,2015,Full
Nissan,16600.0,Hatch,13,2.65,Other,yes,2014,Front
Citroen,13800.0,Hatch,94,1.6,Diesel,yes,2013,Front
Fiat,6500.0,Van,168,1.3,Diesel,yes,2011,Front
Volkswagen,4500.0,Vagon,220,2.0,Diesel,no,2005,Front
Ford,7800.0,Vagon,106,1.4,Petrol,yes,2011,Front
ZAZ,8436.285,Sedan,8,1.5,Gas,yes,2015,Front
VAZ,2500.0,Sedan,82,1.5,Petrol,yes,2007,Rear
Opel,7100.0,Hatch,201,1.6,Gas,yes,2005,Front
Opel,10800.0,Van,220,2.0,Diesel,yes,2006,Front
Audi,15000.0,Sedan,168,2.65,Other,yes,2007,Unknown
Nissan,16990.0,Crossover,70,1.6,Petrol,yes,2014,Front
Mercedes-Benz,42500.0,Sedan,110,3.0,Diesel,yes,2011,Full
Peugeot,9500.0,Vagon,123,1.6,Other,yes,2008,Front
Mercedes-Benz,3550.0,Sedan,238,2.2,Diesel,no,2001,Rear
Volkswagen,17200.0,Van,230,3.2,Gas,yes,2008,Front
Chery,4600.0,Crossover,55,1.3,Petrol,yes,2011,Front
Toyota,27800.0,Crossover,98,2.2,Diesel,yes,2013,Full
Opel,7290.0,Sedan,209,2.2,Petrol,yes,2004,Front
BMW,0.0,Sedan,145,2.0,Diesel,yes,2007,Rear
Audi,14300.0,Sedan,175,3.0,Petrol,yes,2006,Full
Toyota,26200.0,Other,73,2.5,Diesel,yes,2012,Full
VAZ,4450.0,Vagon,30,1.4,Petrol,yes,2012,Front
Honda,16300.0,Crossover,111,2.4,Petrol,yes,2008,Full
Toyota,17500.0,Hatch,45,1.6,Petrol,yes,2014,Front
Jaguar,39900.0,Sedan,24,2.0,Petrol,yes,2016,Rear
Volkswagen,10500.0,Other,270,2.5,Diesel,yes,2007,Front
BMW,10800.0,Other,191,2.2,Petrol,yes,2002,Rear
Mercedes-Benz,35500.0,Sedan,100,3.5,Petrol,yes,2010,Full
Audi,1750.0,Vagon,330,1.9,Diesel,no,1996,Front
Volkswagen,12800.0,Other,298,2.65,Diesel,yes,2005,Unknown
Chevrolet,6000.0,Crossover,203,1.7,Petrol,yes,2007,Full
Mitsubishi,12300.0,Other,175,2.5,Diesel,yes,2008,Full
Volkswagen,10700.0,Vagon,171,1.9,Diesel,yes,2010,Front
Mercedes-Benz,16555.0,Sedan,159,3.5,Gas,yes,2006,Rear
Citroen,6700.0,Van,108,1.6,Diesel,yes,2007,Front
Jaguar,10300.0,Sedan,164,2.5,Petrol,yes,2006,Full
Rolls-Royce,130000.0,Other,43,6.75,Petrol,yes,2006,Rear
BMW,5800.0,Sedan,270,4.4,Petrol,yes,1996,Rear
Renault,4299.0,Vagon,300,1.5,Diesel,yes,2003,Front
Ford,16600.0,Other,30,2.2,Diesel,yes,2013,Full
Chevrolet,94400.0,Van,1,5.3,Petrol,yes,2014,Full
Geely,9900.0,Sedan,79,2.0,Gas,yes,2014,Front
Renault,10200.0,Vagon,151,1.5,Diesel,yes,2011,Front
Chery,6350.0,Crossover,77,2.4,Gas,yes,2008,Front
Dodge,47000.0,Other,14,6.4,Petrol,yes,2009,Unknown
Nissan,7500.0,Sedan,192,10.0,Gas,yes,2003,Front
Lexus,22500.0,Sedan,120,3.5,Petrol,yes,2010,Full
Land Rover,46900.0,Crossover,115,3.0,Diesel,yes,2012,Full
Mercedes-Benz,6999.0,Other,168,2.3,Petrol,yes,2001,Unknown
Toyota,8900.0,Crossover,153,2.0,Petrol,yes,2003,Full
Volvo,5999.0,Sedan,168,2.0,Petrol,yes,2000,Front
Mercedes-Benz,7500.0,Sedan,187,2.0,Gas,yes,2001,Unknown
BMW,12500.0,Crossover,176,3.0,Gas,yes,2002,Full
Toyota,5500.0,Crossover,188,2.0,Petrol,yes,1999,Full
Renault,6900.0,Sedan,68,1.5,Diesel,yes,2013,Unknown
Mitsubishi,6800.0,Sedan,82,2.0,Petrol,yes,2007,Unknown
Land Rover,6900.0,Crossover,167,2.5,Gas,yes,2003,Full
Honda,7999.0,Sedan,118,1.8,Petrol,yes,2007,Unknown
Daewoo,2500.0,Hatch,12,1.6,Gas,yes,1998,Front
Mercedes-Benz,2100.0,Other,350,2.4,Diesel,yes,1988,Front
Ferrari,205000.0,Other,12,4.5,Petrol,yes,2012,Rear
Volkswagen,10900.0,Sedan,136,1.8,Petrol,yes,2008,Front
Renault,9200.0,Hatch,12,1.2,Petrol,yes,2013,Front
VAZ,1100.0,Sedan,38,1.5,Gas,yes,1990,Rear
Volkswagen,9650.0,Vagon,200,1.4,Gas,yes,2009,Front
Audi,31500.0,Sedan,80,2.0,Petrol,yes,2013,Front
Peugeot,15700.0,Vagon,55,1.6,Diesel,yes,2012,Front
BMW,12800.0,Sedan,140,2.2,Petrol,yes,2005,Rear
BMW,22500.0,Other,100,3.0,Petrol,yes,2007,Rear
Toyota,19800.0,Crossover,44,2.0,Petrol,yes,2013,Front
Mercedes-Benz,6400.0,Hatch,177,2.0,Diesel,no,2008,Front
Porsche,54500.0,Sedan,77,4.8,Petrol,yes,2012,Full
Opel,8500.0,Sedan,230,2.2,Petrol,yes,2006,Front
BMW,19000.0,Crossover,215,3.0,Diesel,yes,2006,Full
Skoda,10500.0,Sedan,170,1.8,Gas,yes,2008,Front
Nissan,13900.0,Hatch,45,2.65,Other,yes,2012,Front
Audi,69999.0,Crossover,21,3.0,Petrol,yes,2015,Full
Daewoo,4100.0,Sedan,68,1.3,Gas,yes,2011,Front
Volkswagen,10600.0,Van,240,2.5,Diesel,yes,2009,Front
Acura,8699.0,Sedan,145,3.2,Gas,yes,2005,Front
Mitsubishi,11100.0,Crossover,119,2.4,Gas,yes,2008,Unknown
BMW,17700.0,Sedan,98,2.0,Petrol,yes,2011,Rear
Chevrolet,12500.0,Sedan,43,1.8,Petrol,yes,2012,Front
Geely,3100.0,Sedan,69,1.6,Petrol,yes,2010,Unknown
Audi,21000.0,Sedan,210,4.2,Petrol,yes,2009,Full
Skoda,10200.0,Hatch,180,1.9,Diesel,yes,2008,Front
Other-Retro,12700.0,Crossover,60,4.2,Diesel,yes,1987,Unknown
Mercedes-Benz,2500.0,Vagon,122,2.3,Petrol,yes,1987,Rear
BMW,51500.0,Crossover,23,3.0,Petrol,yes,2013,Full
BMW,39900.0,Crossover,82,3.0,Petrol,yes,2011,Full
Toyota,35900.0,Crossover,84,3.0,Diesel,yes,2013,Full
Nissan,18500.0,Crossover,42,1.6,Petrol,yes,2012,Full
Mazda,11999.0,Crossover,110,2.3,Petrol,yes,2008,Full
Lexus,13999.0,Sedan,128,3.0,Petrol,yes,2006,Full
Citroen,19900.0,Hatch,103,1.6,Diesel,yes,2012,Front
Renault,9300.0,Vagon,184,1.5,Diesel,yes,2011,Front
Nissan,20820.0,Crossover,27,1.6,Gas,yes,2015,Front
Opel,6490.0,Van,290,1.9,Diesel,yes,2004,Front
Mercedes-Benz,41500.0,Other,26,2.65,Diesel,yes,2013,Rear
VAZ,3300.0,Sedan,103,1.6,Petrol,yes,2006,Front
Subaru,4700.0,Sedan,164,2.0,Petrol,yes,1998,Full
Volkswagen,9599.0,Sedan,88,1.6,Petrol,yes,2014,Front
Mitsubishi,13200.0,Crossover,124,3.0,Gas,yes,2008,Full
Toyota,28900.0,Crossover,120,3.5,Petrol,yes,2011,Full
Mercedes-Benz,11800.0,Van,148,2.2,Diesel,yes,2010,Unknown
Hyundai,23999.0,Crossover,62,2.2,Diesel,yes,2012,Full
Toyota,35555.0,Crossover,40,3.5,Petrol,yes,2013,Full
Kia,33419.1,Crossover,0,2.2,Diesel,yes,2015,Full
Audi,20500.0,Sedan,106,1.8,Petrol,yes,2011,Front
Mitsubishi,2800.0,Other,290,2.0,Petrol,yes,1990,Front
VAZ,3900.0,Hatch,121,1.4,Petrol,yes,2008,Front
Hyundai,5000.0,Van,5,2.5,Diesel,yes,1999,Rear
Renault,10750.0,Hatch,136,1.5,Diesel,yes,2011,Front
Dacia,5550.0,Other,124,1.6,Gas,yes,2007,Front
Subaru,4350.0,Vagon,322,2.5,Petrol,yes,1998,Full
Peugeot,12500.0,Hatch,80,1.4,Diesel,yes,2013,Front
BMW,18777.0,Sedan,134,4.4,Petrol,yes,2005,Rear
Volkswagen,1800.0,Sedan,250,2.65,Petrol,yes,1991,Front
Moskvich-Izh,750.0,Van,100,1.5,Petrol,yes,1988,Rear
Subaru,7600.0,Crossover,132,2.0,Petrol,yes,2005,Full
Renault,6400.0,Sedan,51,1.6,Petrol,yes,2011,Front
Honda,1750.0,Sedan,193,2.0,Gas,yes,1988,Front
Mitsubishi,17499.0,Crossover,149,3.0,Gas,yes,2008,Full
MINI,11950.0,Hatch,150,1.6,Petrol,yes,2008,Front
BMW,4950.0,Sedan,1,3.0,Petrol,yes,1996,Rear
Suzuki,8200.0,Crossover,50,1.3,Petrol,yes,1990,Full
Kia,3000.0,Sedan,155,1.3,Gas,yes,2002,Front
Skoda,7000.0,Hatch,77,1.4,Petrol,yes,2007,Front
Nissan,6750.0,Hatch,150,1.4,Petrol,yes,2008,Front
Toyota,9000.0,Crossover,180,1.8,Gas,yes,2003,Front
Mercedes-Benz,13200.0,Van,260,2.2,Diesel,yes,2008,Rear
Opel,7800.0,Other,140,2.65,Diesel,yes,2008,Front
VAZ,3777.0,Other,70,1.6,Petrol,yes,2007,Front
Daewoo,2700.0,Sedan,250,1.3,Petrol,yes,2005,Front
VAZ,3950.0,Crossover,120,1.7,Gas,yes,2004,Full
Mitsubishi,6300.0,Sedan,126,1.6,Petrol,yes,2006,Front
Ford,23500.0,Other,5,2.2,Diesel,yes,2014,Full
Honda,9300.0,Crossover,183,2.0,Petrol,yes,2004,Full
Renault,7300.0,Vagon,200,1.5,Diesel,yes,2008,Front
Audi,44000.0,Hatch,1,1.4,Petrol,yes,2016,Unknown
Renault,8350.0,Other,141,1.5,Other,yes,2012,Front
Mercedes-Benz,20900.0,Other,250,3.2,Diesel,yes,2007,Full
Hyundai,13000.0,Sedan,6,1.4,Petrol,yes,2012,Front
VAZ,537.225,Sedan,87,1.5,Petrol,yes,1994,Rear
GAZ,2400.0,Van,120,2.5,Gas,yes,2008,Rear
Nissan,7800.0,Hatch,85,1.6,Other,yes,2008,Full
Mercedes-Benz,4100.0,Sedan,410,2.2,Diesel,yes,1998,Rear
Toyota,26900.0,Crossover,118,2.7,Petrol,yes,2011,Full
Subaru,7999.0,Sedan,155,2.0,Petrol,yes,2008,Full
Toyota,17300.0,Other,135,3.5,Gas,yes,2009,Front
Volkswagen,3500.0,Hatch,220,2.0,Petrol,yes,1994,Front
Audi,3000.0,Vagon,270,2.5,Diesel,yes,1998,Front
Audi,2500.0,Vagon,280,2.5,Other,no,1999,Full
Mitsubishi,7700.0,Sedan,139,1.5,Petrol,yes,2008,Front
Mercedes-Benz,7600.0,Sedan,384,2.8,Petrol,yes,2000,Rear
Renault,4999.0,Sedan,114,1.4,Other,yes,2006,Front
Toyota,18999.0,Crossover,95,2.0,Petrol,yes,2011,Full
Suzuki,6900.0,Hatch,142,1.3,Petrol,yes,2007,Front
Mercedes-Benz,32000.0,Crossover,176,3.2,Gas,yes,2003,Full
Subaru,11800.0,Crossover,160,2.0,Petrol,yes,2008,Full
Kia,7800.0,Other,140,2.0,Petrol,yes,2007,Front
Lexus,70000.0,Crossover,13,2.0,Petrol,yes,2016,Full
Nissan,7500.0,Hatch,129,1.6,Petrol,yes,2008,Front
Opel,4400.0,Other,280,1.8,Petrol,yes,1996,Front
Volkswagen,35000.0,Crossover,20,2.0,Diesel,yes,2014,Full
Subaru,38900.0,Crossover,1,2.0,Diesel,yes,2016,Full
Mercedes-Benz,0.0,Crossover,35,3.0,Diesel,yes,2015,Full
Mercedes-Benz,0.0,Van,12,2.2,Diesel,yes,2015,Full
Mercedes-Benz,2700.0,Sedan,350,3.0,Diesel,yes,1988,Rear
BMW,23900.0,Crossover,162,4.8,Petrol,yes,2007,Full
Mercedes-Benz,0.0,Sedan,25,3.0,Diesel,yes,2014,Full
Volkswagen,55500.0,Crossover,47,3.0,Diesel,yes,2016,Full
Mercedes-Benz,0.0,Sedan,24,3.0,Diesel,yes,2015,Full
Porsche,23500.0,Crossover,136,3.6,Petrol,yes,2008,Full
Mercedes-Benz,187555.0,Other,0,4.7,Petrol,yes,2016,Full
Mercedes-Benz,109900.0,Sedan,40,3.0,Diesel,yes,2014,Full
Mercedes-Benz,0.0,Other,25,4.7,Petrol,yes,2014,Full
Mercedes-Benz,116500.0,Sedan,25,3.0,Diesel,yes,2015,Full
Subaru,37900.0,Crossover,0,2.0,Diesel,yes,2016,Full
Subaru,0.0,Crossover,1,2.0,Diesel,yes,2016,Full
Mercedes-Benz,0.0,Sedan,42,3.0,Diesel,yes,2014,Full
BMW,64999.0,Sedan,15,3.0,Petrol,yes,2012,Rear
Mercedes-Benz,124000.0,Crossover,0,3.0,Petrol,yes,2016,Full
Honda,0.0,Crossover,1,1.6,Diesel,yes,2016,Full
Hyundai,10200.0,Other,82,2.0,Gas,yes,2008,Front
Renault,11700.0,Crossover,90,1.5,Diesel,yes,2011,Full
Toyota,18990.0,Crossover,95,2.0,Petrol,yes,2011,Full
Mitsubishi,9200.0,Sedan,48,1.5,Petrol,yes,2008,Front
Toyota,8900.0,Other,180,2.0,Petrol,yes,2003,Full
Porsche,68000.0,Crossover,38,4.8,Petrol,yes,2012,Full
Volkswagen,1450.0,Hatch,200,1.8,Gas,no,1992,Front
Skoda,6000.0,Hatch,145,1.2,Gas,yes,2008,Front
Citroen,10800.0,Van,41,1.6,Petrol,yes,2012,Front
Citroen,11800.0,Hatch,62,1.6,Gas,yes,2012,Front
Peugeot,7100.0,Van,170,1.6,Diesel,yes,2011,Front
Hyundai,7400.0,Hatch,112,1.4,Other,yes,2008,Front
Ford,1300.0,Hatch,345,2.0,Gas,yes,1986,Rear
Fiat,4800.0,Hatch,113,1.2,Petrol,yes,2007,Front
Skoda,6900.0,Hatch,92,1.4,Petrol,yes,2009,Front
Mercedes-Benz,0.0,Crossover,131,5.0,Petrol,yes,2008,Full
Mitsubishi,1180.0,Sedan,280,1.8,Diesel,yes,1986,Front
Volkswagen,12999.0,Van,250,1.9,Diesel,yes,2009,Front
Ford,11200.0,Sedan,15,1.0,Petrol,yes,2015,Front
